CustomerID,CustomerName,Gender,Age,City,State,Country,CustomerSegment,JoinDate
CUST02840,Aarav Joshi,,67,Bangalore,Gujarat,India,Corporate,2025-09-20
CUST02841,Priya Agarwal,Female,72,Pune,Tamil Nadu,India,Wholesale,2021-01-30
CUST02842,Yash Shah,,51,Surat,Tamil Nadu,India,Retail,2024-10-08
CUST02843,Aarav Verma,FEMALE,53,Pune,Telangana,India,Wholesale,2024-05-02
CUST02844,Kavya Gupta,FEMALE,72,Ahmedabad,Maharashtra,India,Wholesale,2025-09-12
CUST02845,Aarav Shah,FEMALE,25,Bangalore,Gujarat,India,Wholesale,2024-10-16
CUST02846,Aarav Agarwal,,34,Chennai,Gujarat,India,Wholesale,2024-11-08
CUST02847,Ananya Verma,FEMALE,34,Hyderabad,Delhi,India,Retail,2020-07-23
CUST02848,Ananya Kapoor,,58,Chennai,Gujarat,India,Wholesale,2022-04-22
CUST02849,Neha Agarwal,,51,Chennai,Telangana,India,Corporate,2025-11-07
CUST02850,Aditya Gupta,Male,46,Pune,Maharashtra,India,Corporate,2024-11-15
CUST02851,Ananya Desai, male ,34,Hyderabad,Tamil Nadu,India,Wholesale,2020-07-25
CUST02852,Kavya Verma,FEMALE,45,Hyderabad,Maharashtra,India,Corporate,2024-11-12
CUST02853,Aditya Kapoor,,50,Hyderabad,Maharashtra,India,Wholesale,2023-09-24
CUST02854,Aarav Singh,Male,28,Mumbai,Maharashtra,India,Wholesale,2020-02-15
CUST02855,Rohan Desai,,31,Ahmedabad,Delhi,India,Wholesale,2020-04-14
CUST02856,Isha Singh,Female,18,Mumbai,Tamil Nadu,India,Wholesale,2022-12-13
CUST02857,Vivaan Kapoor,FEMALE,42,Hyderabad,Karnataka,India,Wholesale,2022-01-07
CUST02858,Sneha Singh,Male,74,Delhi,Gujarat,India,Corporate,2025-04-10
CUST02859,Aarav Verma,Male,56,Chennai,Telangana,India,Wholesale,2025-01-27
CUST02860,Meera Verma,Female,29,Surat,Maharashtra,India,Corporate,2024-07-09
CUST02861,Kavya Gupta,Male,59,Pune,Gujarat,India,Retail,2024-01-29
CUST02862,Rohan Patel,Male,65,Pune,Maharashtra,India,Corporate,2020-09-23
CUST02863,Aarav Singh, male ,37,Surat,Delhi,India,Corporate,2024-02-10
CUST02864,Ananya Patel,,38,Mumbai,Gujarat,India,Wholesale,2021-10-24
CUST02865,Nidhi Kapoor,Female,45,Bangalore,Delhi,India,Corporate,2020-08-21
CUST02866,Kavya Gupta,FEMALE,19,Pune,Tamil Nadu,India,Corporate,2023-12-31
CUST02867,Sneha Kapoor, male ,46,Bangalore,Karnataka,India,Corporate,2021-09-07
CUST02868,Riya Shah,FEMALE,52,Chennai,Gujarat,India,Corporate,2025-01-10
CUST02869,Nidhi Kapoor, male ,42,Ahmedabad,Telangana,India,Wholesale,2025-02-15
CUST02870,Ananya Agarwal,,65,Mumbai,Delhi,India,Wholesale,2023-05-28
CUST02871,Neha Desai,Male,73,Hyderabad,Tamil Nadu,India,Corporate,2020-01-13
CUST02872,Neha Desai,Female,35,Pune,Karnataka,India,Wholesale,2025-05-11
CUST02873,Kavya Patel, male ,35,Delhi,Delhi,India,Wholesale,2025-11-11
CUST02874,Meera Singh,Male,52,Hyderabad,Telangana,India,Corporate,2023-03-11
CUST02875,Yash Gupta, male ,20,Surat,Telangana,India,Retail,2021-07-29
CUST02876,Diya Singh,,51,Pune,Gujarat,India,Corporate,2022-05-02
CUST02877,Aditya Agarwal,Female,72,Hyderabad,Karnataka,India,Corporate,2022-11-04
CUST02878,Vivaan Kapoor,,74,Ahmedabad,Karnataka,India,Retail,2021-10-10
CUST02879,Kavya Patel,FEMALE,56,Ahmedabad,Delhi,India,Corporate,2023-03-31
CUST02880,Kavya Gupta,,53,Bangalore,Maharashtra,India,Corporate,2025-08-16
CUST02881,Sneha Joshi,Male,60,Bangalore,Gujarat,India,Corporate,2022-03-13
CUST02882,Riya Shah,FEMALE,35,Mumbai,Telangana,India,Retail,2021-07-06
CUST02883,Nidhi Agarwal,FEMALE,40,Surat,Karnataka,India,Retail,2022-04-19
CUST02884,Rahul Singh,FEMALE,38,Chennai,Karnataka,India,Wholesale,2022-08-11
CUST02885,Diya Joshi,Female,40,Delhi,Tamil Nadu,India,Retail,2025-08-06
CUST02886,Yash Singh,FEMALE,35,Surat,Maharashtra,India,Corporate,2022-05-10
CUST02887,Rahul Singh,,60,Chennai,Karnataka,India,Corporate,2022-09-06
CUST02888,Rohan Desai,,33,Pune,Delhi,India,Retail,2022-07-30
CUST02889,Ananya Desai,,69,Surat,Karnataka,India,Wholesale,2024-08-17
CUST02890,Meera Agarwal,,40,Surat,Delhi,India,Wholesale,2025-10-21
CUST02891,Priya Singh,,26,Pune,Tamil Nadu,India,Corporate,2024-07-08
CUST02892,Aditya Desai,,45,Chennai,Maharashtra,India,Retail,2022-05-31
CUST02893,Neha Gupta,FEMALE,60,Delhi,Maharashtra,India,Corporate,2022-10-01
CUST02894,Rahul Agarwal,,18,Bangalore,Delhi,India,Wholesale,2025-04-05
CUST02895,Ananya Verma,,22,Bangalore,Maharashtra,India,Wholesale,2023-12-11
CUST02896,Arjun Verma,Female,32,Mumbai,Telangana,India,Corporate,2025-02-01
CUST02897,Priya Gupta, male ,59,Hyderabad,Tamil Nadu,India,Retail,2023-02-24
CUST02898,Dhruvi Desai,Female,29,Hyderabad,Tamil Nadu,India,Corporate,2022-01-05
CUST02899,Ananya Patel,Female,69,Chennai,Karnataka,India,Retail,2024-07-12
CUST02900,Rahul Agarwal,,69,Pune,Gujarat,India,Corporate,2020-01-10
CUST02901,Yash Gupta, male ,70,Bangalore,Delhi,India,Retail,2024-04-11
CUST02902,Aarav Kapoor,Male,49,Hyderabad,Delhi,India,Corporate,2023-08-23
CUST02903,Rohan Singh,FEMALE,46,Ahmedabad,Telangana,India,Wholesale,2021-12-03
CUST02904,Isha Singh,,53,Chennai,Delhi,India,Retail,2023-09-23
CUST02905,Priya Singh,FEMALE,63,Chennai,Gujarat,India,Corporate,2025-02-12
CUST02906,Rohan Desai,,64,Mumbai,Delhi,India,Retail,2024-05-29
CUST02907,Ananya Desai,Male,56,Mumbai,Gujarat,India,Wholesale,2026-01-05
CUST02908,Dhruvi Gupta, male ,32,Delhi,Delhi,India,Retail,2022-09-16
CUST02909,Yash Singh,Female,49,Hyderabad,Karnataka,India,Retail,2022-06-29
CUST02910,Diya Gupta,FEMALE,73,Ahmedabad,Delhi,India,Corporate,2024-12-31
CUST02911,Dhruvi Kapoor, male ,59,Chennai,Gujarat,India,Wholesale,2024-03-01
CUST02912,Dhruvi Patel,,74,Delhi,Tamil Nadu,India,Wholesale,2024-07-24
CUST02913,Ananya Desai,Female,55,Mumbai,Delhi,India,Retail,2024-02-11
CUST02914,Meera Shah,,18,Hyderabad,Telangana,India,Retail,2021-08-10
CUST02915,Ananya Agarwal,Female,32,Mumbai,Karnataka,India,Corporate,2025-10-09
CUST02916,Rahul Kapoor,Female,62,Ahmedabad,Delhi,India,Wholesale,2025-09-25
CUST02917,Kavya Verma,FEMALE,47,Bangalore,Delhi,India,Wholesale,2022-01-21
CUST02918,Meera Patel,,68,Mumbai,Delhi,India,Wholesale,2024-04-27
CUST02919,Diya Joshi, male ,55,Surat,Karnataka,India,Wholesale,2023-03-27
CUST02920,Vivaan Shah, male ,34,Hyderabad,Karnataka,India,Retail,2022-05-01
CUST02921,Ananya Gupta,FEMALE,62,Hyderabad,Telangana,India,Corporate,2021-12-06
CUST02922,Rohan Patel,Male,53,Pune,Delhi,India,Retail,2022-03-22
CUST02923,Riya Gupta,Female,30,Chennai,Karnataka,India,Corporate,2023-11-01
CUST02924,Diya Verma,Female,60,Mumbai,Maharashtra,India,Wholesale,2022-01-30
CUST02925,Aditya Mehta, male ,72,Surat,Telangana,India,Wholesale,2022-03-21
CUST02926,Neha Patel, male ,47,Chennai,Delhi,India,Retail,2025-04-05
CUST02927,Aarav Singh,Male,43,Pune,Karnataka,India,Wholesale,2023-08-23
CUST02928,Riya Mehta,,44,Ahmedabad,Maharashtra,India,Retail,2022-02-23
CUST02929,Aarav Desai,,51,Bangalore,Tamil Nadu,India,Retail,2023-04-13
CUST02930,Riya Gupta,Male,66,Hyderabad,Gujarat,India,Wholesale,2020-03-05
CUST02931,Nidhi Shah,,64,Delhi,Tamil Nadu,India,Retail,2021-04-03
CUST02932,Neha Patel,,46,Hyderabad,Gujarat,India,Corporate,2020-12-03
CUST02933,Ananya Mehta,FEMALE,26,Chennai,Maharashtra,India,Corporate,2024-03-18
CUST02934,Arjun Joshi,FEMALE,33,Mumbai,Maharashtra,India,Corporate,2021-08-13
CUST02935,Rahul Verma,,45,Hyderabad,Tamil Nadu,India,Wholesale,2022-05-13
CUST02936,Rahul Verma,,67,Mumbai,Gujarat,India,Corporate,2021-06-10
CUST02937,Neha Mehta,,55,Surat,Karnataka,India,Wholesale,2022-09-10
CUST02938,Rohan Mehta,,34,Surat,Gujarat,India,Corporate,2022-04-08
CUST02939,Rahul Patel,Male,49,Mumbai,Tamil Nadu,India,Retail,2021-04-02
CUST02940,Dhruvi Gupta,FEMALE,43,Chennai,Maharashtra,India,Wholesale,2021-10-25
CUST02941,Nidhi Gupta,Male,64,Chennai,Delhi,India,Corporate,2025-09-30
CUST02942,Nidhi Verma,FEMALE,68,Mumbai,Delhi,India,Wholesale,2025-10-26
CUST02943,Aarav Desai,Female,50,Delhi,Karnataka,India,Wholesale,2023-01-30
CUST02944,Nidhi Shah,,47,Surat,Karnataka,India,Retail,2021-12-20
CUST02945,Ananya Joshi,Female,41,Ahmedabad,Maharashtra,India,Retail,2021-06-09
CUST02946,Yash Joshi, male ,43,Surat,Maharashtra,India,Corporate,2021-12-25
CUST02947,Neha Singh,FEMALE,21,Chennai,Tamil Nadu,India,Wholesale,2022-07-25
CUST02948,Neha Verma,FEMALE,68,Delhi,Gujarat,India,Retail,2022-01-07
CUST02949,Isha Kapoor,,72,Hyderabad,Gujarat,India,Retail,2024-08-28
CUST02950,Ananya Singh, male ,35,Hyderabad,Delhi,India,Corporate,2024-04-06
CUST02951,Aditya Kapoor,Female,69,Delhi,Tamil Nadu,India,Retail,2020-12-30
CUST02952,Yash Patel,Female,60,Hyderabad,Karnataka,India,Wholesale,2020-02-22
CUST02953,Dhruvi Gupta,Male,65,Mumbai,Telangana,India,Wholesale,2024-07-08
CUST02954,Dhruvi Kapoor,Female,23,Ahmedabad,Gujarat,India,Retail,2023-07-21
CUST02955,Rohan Shah,Male,59,Chennai,Delhi,India,Corporate,2021-11-16
CUST02956,Sneha Verma,Male,63,Delhi,Telangana,India,Corporate,2024-02-21
CUST02957,Arjun Kapoor,Male,61,Delhi,Telangana,India,Corporate,2024-10-09
CUST02958,Neha Gupta,Female,74,Pune,Karnataka,India,Retail,2020-01-12
CUST02959,Yash Mehta,FEMALE,57,Chennai,Tamil Nadu,India,Retail,2021-06-19
CUST02960,Diya Gupta,,58,Pune,Maharashtra,India,Wholesale,2022-04-08
CUST02961,Kavya Agarwal,,28,Mumbai,Maharashtra,India,Retail,2021-12-17
CUST02962,Arjun Shah,Male,63,Hyderabad,Maharashtra,India,Wholesale,2023-12-02
CUST02963,Vivaan Mehta,FEMALE,65,Ahmedabad,Karnataka,India,Corporate,2022-09-18
CUST02964,Priya Gupta, male ,23,Mumbai,Gujarat,India,Wholesale,2020-03-31
CUST02965,Sneha Agarwal,Female,62,Delhi,Delhi,India,Wholesale,2023-12-19
CUST02966,Nidhi Shah,Female,72,Ahmedabad,Delhi,India,Corporate,2022-11-11
CUST02967,Rahul Gupta,,25,Surat,Karnataka,India,Wholesale,2025-10-28
CUST02968,Rahul Shah,Male,55,Hyderabad,Tamil Nadu,India,Retail,2021-09-25
CUST02969,Riya Shah,FEMALE,23,Pune,Maharashtra,India,Wholesale,2022-07-24
CUST02970,Rohan Patel,FEMALE,20,Bangalore,Tamil Nadu,India,Wholesale,2021-07-29
CUST02971,Aarav Patel,Female,21,Pune,Maharashtra,India,Corporate,2025-03-01
CUST02972,Yash Patel,FEMALE,30,Mumbai,Gujarat,India,Retail,2025-11-05
CUST02973,Neha Verma,FEMALE,43,Chennai,Telangana,India,Retail,2024-05-30
CUST02974,Diya Desai,Female,57,Delhi,Telangana,India,Retail,2023-03-06
CUST02975,Isha Joshi,FEMALE,21,Hyderabad,Delhi,India,Wholesale,2024-07-08
CUST02976,Arjun Patel,FEMALE,23,Pune,Gujarat,India,Retail,2025-09-27
CUST02977,Isha Kapoor,,38,Mumbai,Karnataka,India,Wholesale,2023-03-06
CUST02978,Neha Shah,Female,72,Pune,Karnataka,India,Wholesale,2020-08-20
CUST02979,Aditya Kapoor,Male,62,Bangalore,Maharashtra,India,Retail,2024-11-11
CUST02980,Neha Desai,Male,53,Ahmedabad,Maharashtra,India,Retail,2025-03-16
CUST02981,Neha Desai,,52,Bangalore,Tamil Nadu,India,Retail,2025-07-02
CUST02982,Priya Kapoor,,35,Delhi,Gujarat,India,Wholesale,2023-03-12
CUST02983,Vivaan Mehta,Female,18,Pune,Tamil Nadu,India,Wholesale,2025-10-06
CUST02984,Sneha Gupta,,51,Hyderabad,Delhi,India,Wholesale,2022-05-22
CUST02985,Rahul Joshi,,64,Surat,Gujarat,India,Retail,2025-04-24
CUST02986,Neha Patel,Male,33,Surat,Karnataka,India,Retail,2022-06-18
CUST02987,Vivaan Shah,Female,67,Mumbai,Telangana,India,Retail,2022-08-10
CUST02988,Dhruvi Shah,,51,Bangalore,Karnataka,India,Wholesale,2022-10-09
CUST02989,Diya Joshi,Female,23,Mumbai,Karnataka,India,Corporate,2025-11-12
CUST02990,Arjun Kapoor,,57,Hyderabad,Maharashtra,India,Wholesale,2020-11-14
CUST02991,Vivaan Verma,Female,36,Hyderabad,Maharashtra,India,Corporate,2023-10-15
CUST02992,Rahul Shah,Female,54,Pune,Gujarat,India,Wholesale,2020-03-21
CUST02993,Arjun Desai,FEMALE,68,Delhi,Delhi,India,Wholesale,2020-11-13
CUST02994,Riya Verma,Male,73,Bangalore,Gujarat,India,Retail,2025-11-06
CUST02995,Riya Kapoor,,49,Hyderabad,Maharashtra,India,Wholesale,2023-05-29
CUST02996,Nidhi Agarwal, male ,72,Chennai,Tamil Nadu,India,Wholesale,2022-08-22
CUST02997,Arjun Shah,,20,Pune,Tamil Nadu,India,Corporate,2020-04-08
CUST02998,Diya Desai,FEMALE,34,Surat,Tamil Nadu,India,Wholesale,2023-12-05
CUST02999,Riya Shah,Female,39,Delhi,Gujarat,India,Retail,2023-02-10
CUST03000,Isha Joshi, male ,24,Hyderabad,Delhi,India,Corporate,2021-03-20
CUST03001,Aarav Verma,,35,Hyderabad,Tamil Nadu,India,Wholesale,2022-03-22
CUST03002,Meera Singh,Female,19,Surat,Gujarat,India,Corporate,2025-02-09
CUST03003,Sneha Agarwal,,56,Ahmedabad,Tamil Nadu,India,Retail,2026-01-03
CUST03004,Priya Mehta, male ,69,Pune,Gujarat,India,Retail,2021-08-01
CUST03005,Riya Verma,,21,Ahmedabad,Delhi,India,Wholesale,2024-02-12
CUST03006,Aditya Kapoor,,45,Hyderabad,Gujarat,India,Corporate,2022-01-28
CUST03007,Diya Kapoor,,72,Surat,Maharashtra,India,Retail,2020-12-07
CUST03008,Vivaan Desai,,73,Pune,Tamil Nadu,India,Corporate,2022-01-02
CUST03009,Priya Joshi,Female,56,Chennai,Maharashtra,India,Corporate,2025-10-23
CUST03010,Aditya Shah,,52,Chennai,Tamil Nadu,India,Corporate,2022-12-11
CUST03011,Kavya Kapoor,Male,73,Surat,Telangana,India,Retail,2020-06-25
CUST03012,Neha Shah,Female,58,Chennai,Maharashtra,India,Wholesale,2025-10-12
CUST03013,Riya Patel, male ,67,Hyderabad,Maharashtra,India,Retail,2022-01-12
CUST03014,Isha Gupta,FEMALE,65,Chennai,Telangana,India,Retail,2021-09-30
CUST03015,Vivaan Singh,Male,39,Chennai,Telangana,India,Corporate,2023-03-31
CUST03016,Diya Singh, male ,44,Bangalore,Telangana,India,Corporate,2022-03-02
CUST03017,Isha Singh,Male,37,Delhi,Tamil Nadu,India,Corporate,2022-07-08
CUST03018,Yash Singh,Male,73,Hyderabad,Tamil Nadu,India,Retail,2020-02-05
CUST03019,Diya Verma,,27,Mumbai,Gujarat,India,Corporate,2024-12-12
CUST03020,Kavya Mehta,,23,Hyderabad,Delhi,India,Corporate,2020-04-24
CUST03021,Aditya Mehta,Male,67,Bangalore,Telangana,India,Corporate,2023-03-05
CUST03022,Priya Verma,,70,Hyderabad,Maharashtra,India,Retail,2023-10-03
CUST03023,Meera Patel,FEMALE,54,Surat,Telangana,India,Retail,2023-01-04
CUST03024,Priya Gupta,Male,29,Surat,Telangana,India,Corporate,2020-05-02
CUST03025,Diya Gupta,FEMALE,72,Mumbai,Telangana,India,Retail,2020-09-23
CUST03026,Meera Agarwal,Female,58,Pune,Tamil Nadu,India,Wholesale,2020-04-05
CUST03027,Diya Kapoor,Male,28,Pune,Karnataka,India,Corporate,2021-08-16
CUST03028,Aditya Mehta,Male,47,Pune,Gujarat,India,Wholesale,2022-01-10
CUST03029,Kavya Patel, male ,70,Ahmedabad,Gujarat,India,Retail,2021-11-07
CUST03030,Yash Verma,,25,Ahmedabad,Karnataka,India,Retail,2020-02-03
CUST03031,Vivaan Singh,Female,25,Bangalore,Delhi,India,Corporate,2020-04-07
CUST03032,Aditya Gupta,Male,49,Mumbai,Maharashtra,India,Wholesale,2022-04-26
CUST03033,Isha Singh,Female,46,Surat,Gujarat,India,Corporate,2023-07-29
CUST03034,Neha Kapoor,Female,57,Pune,Tamil Nadu,India,Wholesale,2024-09-11
CUST03035,Ananya Kapoor,,26,Pune,Karnataka,India,Retail,2024-08-31
CUST03036,Aarav Joshi,,30,Hyderabad,Gujarat,India,Wholesale,2024-05-02
CUST03037,Aditya Joshi,Male,44,Bangalore,Telangana,India,Wholesale,2021-01-18
CUST03038,Sneha Kapoor, male ,19,Surat,Telangana,India,Retail,2023-02-04
CUST03039,Aarav Shah,FEMALE,39,Hyderabad,Karnataka,India,Wholesale,2024-02-18
CUST03040,Priya Shah,Male,29,Mumbai,Tamil Nadu,India,Wholesale,2021-08-15
CUST03041,Rohan Agarwal,,45,Pune,Karnataka,India,Corporate,2020-03-01
CUST03042,Ananya Joshi,Female,37,Hyderabad,Karnataka,India,Corporate,2023-02-24
CUST03043,Rohan Kapoor,Male,47,Ahmedabad,Delhi,India,Wholesale,2021-02-03
CUST03044,Vivaan Verma, male ,37,Pune,Gujarat,India,Corporate,2025-11-18
CUST03045,Isha Verma,FEMALE,69,Delhi,Gujarat,India,Retail,2023-08-10
CUST03046,Nidhi Kapoor,,73,Ahmedabad,Maharashtra,India,Retail,2020-02-08
CUST03047,Rohan Verma,,19,Surat,Delhi,India,Retail,2023-04-10
CUST03048,Vivaan Agarwal,Male,21,Delhi,Karnataka,India,Corporate,2025-11-10
CUST03049,Rohan Patel,Male,49,Chennai,Maharashtra,India,Retail,2020-08-17
CUST03050,Rohan Shah,Male,42,Ahmedabad,Delhi,India,Retail,2024-08-11
CUST03051,Rohan Mehta,Male,26,Chennai,Gujarat,India,Corporate,2023-05-16
CUST03052,Isha Mehta,Female,57,Pune,Delhi,India,Wholesale,2021-05-30
CUST03053,Kavya Shah,Male,44,Mumbai,Maharashtra,India,Corporate,2022-05-25
CUST03054,Aditya Joshi,,37,Pune,Maharashtra,India,Corporate,2020-03-29
CUST03055,Ananya Singh,Female,24,Chennai,Telangana,India,Corporate,2020-05-22
CUST03056,Rahul Patel,,47,Ahmedabad,Maharashtra,India,Corporate,2023-06-24
CUST03057,Neha Joshi,,21,Delhi,Tamil Nadu,India,Retail,2022-05-15
CUST03058,Yash Joshi,Male,62,Mumbai,Maharashtra,India,Corporate,2021-11-26
CUST03059,Neha Shah,Female,29,Chennai,Karnataka,India,Retail,2021-01-20
CUST03060,Yash Shah,Female,60,Hyderabad,Karnataka,India,Retail,2024-07-29
CUST03061,Aditya Singh,Female,20,Surat,Tamil Nadu,India,Retail,2024-02-07
CUST03062,Isha Singh,,18,Hyderabad,Maharashtra,India,Retail,2021-07-17
CUST03063,Yash Gupta,,18,Hyderabad,Tamil Nadu,India,Corporate,2020-02-09
CUST03064,Ananya Verma,FEMALE,73,Bangalore,Maharashtra,India,Wholesale,2021-05-24
CUST03065,Nidhi Kapoor,,68,Bangalore,Telangana,India,Corporate,2023-11-01
CUST03066,Isha Patel,,64,Surat,Telangana,India,Wholesale,2024-12-29
CUST03067,Nidhi Gupta,,39,Pune,Maharashtra,India,Wholesale,2025-10-20
CUST03068,Isha Patel, male ,19,Mumbai,Delhi,India,Corporate,2020-11-07
CUST03069,Vivaan Mehta,Male,69,Chennai,Tamil Nadu,India,Retail,2022-04-18
CUST03070,Rahul Mehta,Male,20,Bangalore,Telangana,India,Corporate,2025-05-05
CUST03071,Meera Singh,,60,Surat,Delhi,India,Corporate,2021-03-04
CUST03072,Aditya Mehta,Female,26,Surat,Maharashtra,India,Retail,2020-08-24
CUST03073,Kavya Joshi,Male,40,Mumbai,Gujarat,India,Corporate,2020-07-24
CUST03074,Dhruvi Singh,,38,Mumbai,Delhi,India,Corporate,2024-05-10
CUST03075,Arjun Kapoor,,31,Hyderabad,Karnataka,India,Wholesale,2022-10-24
CUST03076,Neha Singh,,68,Chennai,Maharashtra,India,Corporate,2025-08-07
CUST03077,Isha Kapoor,FEMALE,55,Chennai,Maharashtra,India,Corporate,2025-05-30
CUST03078,Ananya Shah, male ,18,Delhi,Tamil Nadu,India,Corporate,2025-12-02
CUST03079,Aarav Patel, male ,28,Pune,Maharashtra,India,Retail,2025-02-20
CUST03080,Priya Patel,FEMALE,21,Chennai,Maharashtra,India,Wholesale,2021-03-31
CUST03081,Diya Mehta,,46,Mumbai,Maharashtra,India,Wholesale,2024-03-09
CUST03082,Aditya Desai,Male,48,Pune,Tamil Nadu,India,Wholesale,2023-07-25
CUST03083,Ananya Kapoor,,28,Chennai,Telangana,India,Corporate,2024-01-23
CUST03084,Kavya Verma,,38,Ahmedabad,Maharashtra,India,Wholesale,2020-05-31
CUST03085,Rahul Desai,,50,Ahmedabad,Delhi,India,Wholesale,2020-04-13
CUST03086,Priya Verma, male ,53,Mumbai,Gujarat,India,Retail,2020-04-24
CUST03087,Aarav Kapoor,FEMALE,58,Surat,Gujarat,India,Retail,2022-02-02
CUST03088,Dhruvi Gupta, male ,22,Hyderabad,Maharashtra,India,Wholesale,2021-09-06
CUST03089,Sneha Verma,Female,67,Surat,Maharashtra,India,Wholesale,2020-08-23
CUST03090,Rohan Kapoor, male ,34,Bangalore,Gujarat,India,Wholesale,2025-02-27
CUST03091,Riya Verma,,29,Hyderabad,Maharashtra,India,Retail,2025-11-02
CUST03092,Isha Joshi,FEMALE,21,Hyderabad,Gujarat,India,Wholesale,2025-02-23
CUST03093,Rohan Singh,,18,Pune,Gujarat,India,Retail,2020-07-03
CUST03094,Isha Mehta,FEMALE,46,Bangalore,Telangana,India,Retail,2025-07-05
CUST03095,Neha Kapoor,Male,32,Surat,Karnataka,India,Retail,2020-04-24
CUST03096,Neha Verma,Female,21,Delhi,Telangana,India,Corporate,2021-06-24
CUST03097,Aarav Joshi,Female,19,Ahmedabad,Karnataka,India,Retail,2020-06-29
CUST03098,Vivaan Mehta,Female,33,Pune,Telangana,India,Retail,2022-10-08
CUST03099,Rohan Singh,,35,Mumbai,Telangana,India,Corporate,2022-09-04
CUST03100,Isha Verma,Male,30,Ahmedabad,Maharashtra,India,Wholesale,2024-06-19
CUST03101,Riya Mehta,Female,74,Ahmedabad,Delhi,India,Wholesale,2024-04-11
CUST03102,Aditya Singh,Male,38,Pune,Gujarat,India,Retail,2023-05-04
CUST03103,Aarav Shah, male ,71,Hyderabad,Gujarat,India,Corporate,2022-03-09
CUST03104,Meera Patel,Female,60,Bangalore,Tamil Nadu,India,Wholesale,2021-08-23
CUST03105,Isha Shah, male ,38,Ahmedabad,Tamil Nadu,India,Wholesale,2023-03-14
CUST03106,Rohan Singh,Male,69,Hyderabad,Tamil Nadu,India,Corporate,2020-08-21
CUST03107,Isha Verma,FEMALE,52,Delhi,Delhi,India,Retail,2020-03-13
CUST03108,Aarav Desai,FEMALE,69,Delhi,Delhi,India,Retail,2022-01-14
CUST03109,Aarav Agarwal,FEMALE,52,Chennai,Maharashtra,India,Retail,2023-08-04
CUST03110,Riya Shah,,33,Delhi,Gujarat,India,Wholesale,2025-01-13
CUST03111,Aditya Shah, male ,48,Mumbai,Karnataka,India,Wholesale,2023-02-05
CUST03112,Rohan Singh,,51,Mumbai,Gujarat,India,Corporate,2021-07-26
CUST03113,Riya Shah,FEMALE,53,Hyderabad,Telangana,India,Corporate,2022-08-08
CUST03114,Sneha Kapoor,,56,Chennai,Maharashtra,India,Corporate,2024-03-28
CUST03115,Sneha Agarwal,,45,Mumbai,Delhi,India,Wholesale,2026-01-09
CUST03116,Vivaan Mehta,FEMALE,50,Bangalore,Karnataka,India,Corporate,2022-10-15
CUST03117,Riya Shah, male ,60,Ahmedabad,Gujarat,India,Retail,2020-10-14
CUST03118,Isha Mehta, male ,30,Surat,Telangana,India,Wholesale,2022-05-22
CUST03119,Neha Gupta,Female,33,Bangalore,Tamil Nadu,India,Retail,2023-01-18
CUST03120,Isha Shah, male ,37,Surat,Tamil Nadu,India,Wholesale,2023-12-13
CUST03121,Ananya Shah, male ,53,Pune,Gujarat,India,Retail,2024-12-18
CUST03122,Ananya Patel,Female,26,Ahmedabad,Telangana,India,Corporate,2023-03-20
CUST03123,Kavya Agarwal,FEMALE,52,Surat,Maharashtra,India,Retail,2025-09-22
CUST03124,Dhruvi Desai, male ,53,Delhi,Tamil Nadu,India,Corporate,2025-02-19
CUST03125,Arjun Kapoor, male ,39,Delhi,Delhi,India,Wholesale,2025-07-28
CUST03126,Kavya Agarwal,,43,Surat,Gujarat,India,Corporate,2024-09-19
CUST03127,Isha Agarwal,Male,33,Surat,Maharashtra,India,Corporate,2021-01-08
CUST03128,Ananya Kapoor, male ,31,Surat,Delhi,India,Wholesale,2020-03-20
CUST03129,Neha Gupta,Male,66,Chennai,Delhi,India,Retail,2025-08-18
CUST03130,Aarav Gupta,FEMALE,56,Ahmedabad,Telangana,India,Corporate,2020-10-21
CUST03131,Neha Desai,Female,73,Pune,Tamil Nadu,India,Corporate,2022-02-23
CUST03132,Aarav Joshi,FEMALE,18,Surat,Maharashtra,India,Corporate,2024-10-18
CUST03133,Aditya Gupta,,24,Delhi,Gujarat,India,Wholesale,2023-11-08
CUST03134,Sneha Kapoor, male ,52,Pune,Gujarat,India,Corporate,2025-11-14
CUST03135,Aditya Agarwal,FEMALE,72,Bangalore,Karnataka,India,Wholesale,2022-05-20
CUST03136,Riya Desai,,59,Pune,Karnataka,India,Wholesale,2020-04-26
CUST03137,Aditya Mehta,Female,54,Bangalore,Karnataka,India,Wholesale,2024-07-28
CUST03138,Dhruvi Patel,Male,43,Chennai,Maharashtra,India,Wholesale,2021-03-03
CUST03139,Ananya Agarwal,,28,Delhi,Gujarat,India,Corporate,2024-09-14
CUST03140,Diya Mehta,FEMALE,48,Chennai,Telangana,India,Wholesale,2025-02-27
CUST03141,Priya Desai,,46,Surat,Telangana,India,Corporate,2022-04-02
CUST03142,Neha Gupta, male ,65,Mumbai,Maharashtra,India,Wholesale,2024-10-07
CUST03143,Neha Patel, male ,60,Surat,Maharashtra,India,Retail,2021-04-05
CUST03144,Diya Singh,,55,Hyderabad,Gujarat,India,Retail,2023-07-22
CUST03145,Neha Verma,,62,Chennai,Delhi,India,Retail,2024-04-05
CUST03146,Aditya Patel,,53,Surat,Maharashtra,India,Corporate,2022-06-03
