Customer_ID,Customer_Name,Age,Gender,City,Occupation,Income,Credit_Score,Customer_Tenure,Risk_Category,Online_Banking_Status
691,James Bryant,26,Female,Pune,Doctor,939276.22,408,13,Medium,Active
692,Jamie Henry,48,Male,Delhi,Engineer,967495.07,342,13,Low,Inactive
693,Ronnie Braun,58,Male,Chennai,Doctor,769648.39,695,8,Medium,Active
694,Jessica Chandler,45,Male,Hyderabad,Teacher,2581167.5,625,7,High,Inactive
695,Loretta Hernandez,50,Female,Ahmedabad,Engineer,702029.43,573,9,Medium,Inactive
696,Anthony Perez,21,Male,Bangalore,Engineer,578999.76,644,5,Low,Inactive
697,Justin Vargas,30,Female,Kolkata,Analyst,1344415.13,696,15,High,Active
698,Joy Rivera,34,Female,Ahmedabad,Teacher,1971051.56,538,5,Low,Inactive
699,Whitney Hunter MD,41,Male,Bangalore,Doctor,2651344.82,494,12,Medium,Inactive
700,Leonard Mclaughlin,45,Male,Pune,Manager,1177875.02,794,2,Low,Inactive
701,Angel Larson,57,Female,Bangalore,Manager,764070.71,789,9,Low,Active
702,Jeremy Thompson,18,Female,Delhi,Business,1812576.9,463,4,Low,Active
703,Bailey Brooks,57,Female,Mumbai,Doctor,1983672.25,627,12,High,Inactive
704,Vanessa Howard,42,Male,Bangalore,Engineer,1727551.06,826,2,Low,Inactive
705,Gary Lopez,57,Male,Hyderabad,Teacher,1741795.37,562,4,Low,Active
706,Stephanie Castaneda,44,Female,Kolkata,Business,1630383.7,499,2,Low,Active
707,James Vaughn,22,Male,Ahmedabad,Teacher,1890461.53,312,5,Medium,Active
708,Christopher Kelly,49,Female,Chennai,Manager,259225.99,341,14,High,Active
709,April Pacheco,33,Male,Mumbai,Doctor,1723936.24,815,1,Medium,Inactive
710,Johnny Collins,61,Female,Mumbai,Manager,1862092.8,564,13,Medium,Active
711,Ashley Dawson,48,Female,Kolkata,Teacher,2326501.32,762,6,High,Inactive
712,Joseph Gentry,35,Male,Hyderabad,Business,1991163.57,689,3,Medium,Active
713,Monica Nguyen,28,Male,Delhi,Business,1694338.91,486,6,Medium,Active
714,Sharon Martinez,59,Male,Delhi,Manager,1627539.11,341,10,Low,Inactive
715,Donald Carpenter,28,Male,Delhi,Engineer,631413.61,596,3,High,Inactive
716,Elizabeth Baker,20,Female,Mumbai,Doctor,1956563.32,427,8,Low,Active
717,Judith Gaines,19,Female,Chennai,Manager,953356.43,575,7,Medium,Active
718,Christy Jones,40,Male,Hyderabad,Teacher,2181494.21,638,2,Low,Active
719,Nicole Simpson,19,Female,Mumbai,Business,2980732.52,737,2,High,Active
720,Ronald Miller,39,Male,Kolkata,Engineer,615701.1,768,10,Medium,Inactive
721,Mitchell Page,42,Female,Mumbai,Business,713065.23,545,4,Medium,Active
722,Paul Herman,66,Female,Kolkata,Engineer,1474430.42,434,2,Low,Active
723,Robert Harrison,40,Female,Ahmedabad,Doctor,2650327.39,382,9,High,Inactive
724,Paul Robles,64,Male,Ahmedabad,Doctor,2312747.67,686,9,Low,Active
725,Mrs. April James DDS,55,Male,Kolkata,Manager,881673.78,503,9,High,Active
726,Gary Santos,67,Female,Hyderabad,Business,2893286.48,809,12,High,Active
727,Leslie Wilkerson,24,Female,Pune,Analyst,1148618.71,357,3,Medium,Active
728,Jacqueline Goodwin,65,Male,Pune,Manager,1470079.53,620,10,Low,Inactive
729,Michael Garcia,22,Male,Ahmedabad,Analyst,2427567.21,614,6,Medium,Inactive
730,Claudia Johnson,49,Female,Kolkata,Doctor,2737613.27,642,7,High,Inactive
731,Abigail Walsh,58,Male,Chennai,Analyst,1370823.43,410,4,Medium,Active
732,Jack Johnson,21,Female,Ahmedabad,Business,2799103.87,797,3,Medium,Active
733,Julia King,53,Male,Bangalore,Manager,1316160.81,617,5,Medium,Active
734,Jacob Dixon,27,Female,Ahmedabad,Doctor,2024316.01,824,11,High,Active
735,Nicole Graves,40,Female,Hyderabad,Analyst,1387385.86,488,4,Medium,Active
736,Mary Sims,60,Male,Hyderabad,Teacher,686771.3,588,14,High,Active
737,Daniel Campbell,49,Male,Ahmedabad,Teacher,972214.61,826,4,Medium,Active
738,Danielle Jones,33,Female,Pune,Teacher,1897873.23,548,15,Medium,Inactive
739,Angela Smith,46,Female,Kolkata,Business,1019202.28,821,13,Medium,Inactive
740,Michael Silva,32,Female,Mumbai,Analyst,1486118.93,665,11,High,Active
741,Joseph Johnson,54,Male,Ahmedabad,Engineer,2630036.12,315,6,High,Inactive
742,Lacey Washington,65,Male,Delhi,Manager,1491133.33,457,15,Medium,Active
743,Jordan Johnson,33,Male,Delhi,Analyst,541325.2,398,8,High,Active
744,Danny Rodgers,61,Female,Bangalore,Doctor,2685135.69,681,7,Medium,Active
745,Shaun Thompson,68,Male,Ahmedabad,Analyst,2674454.88,793,11,Medium,Active
746,Michael Gregory,67,Female,Pune,Analyst,1505416.64,643,14,Low,Active
747,Victor Terry,56,Female,Pune,Engineer,1499280.35,461,13,High,Active
748,Lorraine Hernandez,37,Male,Pune,Business,842084.24,561,3,Medium,Inactive
749,Veronica Burns,48,Male,Delhi,Engineer,303821.02,721,9,Low,Inactive
750,Angela Wade,31,Male,Delhi,Business,1473160.32,414,2,High,Inactive
751,Alexander Mclaughlin,28,Female,Kolkata,Engineer,2622924.21,843,1,Low,Active
752,Elizabeth Williams,54,Male,Chennai,Engineer,1988437.94,614,10,Low,Active
753,Mackenzie Gibson,30,Female,Hyderabad,Teacher,883889.63,626,11,Medium,Inactive
754,Toni Browning,42,Female,Kolkata,Analyst,2509647.24,579,12,Low,Inactive
755,Christine Jackson,20,Male,Mumbai,Manager,2674840.62,789,5,High,Inactive
756,Ms. Zoe Cooper,33,Female,Kolkata,Teacher,2592864.51,404,5,Medium,Active
757,Johnny Rowe,51,Male,Chennai,Analyst,1555982.71,641,6,Low,Active
758,William Smith,70,Female,Hyderabad,Analyst,1915247.31,508,8,High,Inactive
759,Tracy Miller,43,Female,Chennai,Business,1707536.15,601,14,Medium,Active
760,David Gray,33,Female,Delhi,Doctor,876676.23,846,8,High,Active
761,Robert Gilbert,29,Male,Kolkata,Teacher,406248.54,571,13,Medium,Active
762,Michael White,54,Female,Kolkata,Analyst,1017216.14,358,11,High,Active
763,Danny Bell,55,Female,Chennai,Teacher,2704754.95,670,7,Low,Active
764,Tyler Anderson,37,Female,Kolkata,Engineer,625349.67,582,9,Medium,Active
765,Jeffrey Jones,22,Male,Delhi,Doctor,2288737.03,314,4,High,Inactive
766,Nicholas Hammond,69,Male,Mumbai,Analyst,2501761.24,578,12,High,Active
767,Jessica Hunter,67,Male,Kolkata,Teacher,2043132.24,687,8,High,Active
768,Randy Anderson,28,Female,Pune,Doctor,1229435.09,628,10,High,Active
769,Jennifer Schmidt,67,Male,Bangalore,Analyst,743094.77,366,10,High,Active
770,Kelly Jones,25,Female,Pune,Business,756023.24,687,7,High,Active
771,Justin Hartman,59,Male,Delhi,Engineer,1164415.18,835,13,High,Active
772,Rodney Clarke,67,Male,Delhi,Teacher,1843951.76,683,3,Low,Inactive
773,Morgan Henderson,59,Male,Delhi,Teacher,1687847.26,788,3,Medium,Inactive
774,Douglas Nguyen,59,Male,Ahmedabad,Manager,1128628.56,545,8,High,Active
775,Tami Nguyen,43,Male,Bangalore,Engineer,438778.26,717,10,High,Active
776,Cynthia Molina,70,Female,Kolkata,Doctor,2507128.77,326,5,Medium,Inactive
777,Breanna Richardson,42,Male,Pune,Engineer,2836221.82,491,14,Medium,Inactive
778,Joe Jenkins,29,Male,Kolkata,Engineer,1338340.37,810,4,High,Inactive
779,Kara Johnson,36,Male,Mumbai,Doctor,868374.13,622,2,Low,Active
780,Jeffrey Thompson,38,Female,Ahmedabad,Manager,734806.86,510,9,High,Inactive
781,Ashley Foster,41,Male,Delhi,Business,275394.48,620,6,High,Active
782,Amber Watson,54,Male,Chennai,Analyst,2294019.7,501,11,High,Inactive
783,Christina Kline,32,Male,Bangalore,Analyst,998504.67,517,12,Low,Active
784,William Sanders,28,Female,Delhi,Engineer,2510263.7,541,5,Medium,Inactive
785,Sarah Cooper,61,Male,Pune,Analyst,1057125.03,572,14,Low,Active
786,Brandon Banks,57,Male,Mumbai,Business,307854.03,408,3,Medium,Inactive
787,Jack Stanley,36,Female,Hyderabad,Analyst,2993258.58,321,14,High,Inactive
788,Patrick Marks,63,Male,Kolkata,Manager,1731662.53,476,6,High,Inactive
789,Dalton Thomas,34,Male,Chennai,Analyst,2629944.94,527,14,Medium,Inactive
790,Adam Guerrero,26,Male,Mumbai,Business,1934136.31,545,6,Low,Inactive
791,Tracy Crawford,68,Male,Mumbai,Business,2295212.33,504,11,Low,Inactive
792,Melissa Valenzuela,48,Male,Delhi,Analyst,2694211.64,452,1,Low,Inactive
793,Keith Aguilar,51,Male,Bangalore,Analyst,384318.32,329,2,Low,Active
794,Kimberly Mosley,21,Male,Chennai,Teacher,2720130.85,523,9,High,Inactive
795,Holly Neal DVM,38,Female,Pune,Business,2426408.58,740,2,Medium,Inactive
796,Angela Brown,43,Female,Bangalore,Engineer,2281066.29,396,8,Medium,Inactive
797,Mrs. Rebecca Leon,50,Female,Chennai,Manager,2983397.46,530,5,Medium,Inactive
798,David Mccarthy,48,Male,Pune,Teacher,940136.1,610,9,Medium,Inactive
799,Jeanne Parker,68,Male,Pune,Doctor,409396.57,727,2,High,Active
800,Susan Bradley,52,Male,Bangalore,Doctor,1422091.55,763,6,High,Active
801,William Yang,50,Female,Pune,Doctor,1717012.3,818,11,Low,Inactive
802,Tina Schroeder,25,Female,Kolkata,Business,1991385.39,805,1,High,Active
803,Roger Watson,33,Male,Pune,Business,814522.98,742,1,Low,Inactive
804,Jon Reyes,56,Male,Pune,Engineer,1545685.14,419,5,Low,Active
805,Robert Ali,47,Female,Mumbai,Analyst,580987.05,382,5,Low,Active
806,Candice Sherman,63,Male,Hyderabad,Business,671464.75,591,12,Low,Active
807,Troy Johnson,18,Male,Bangalore,Analyst,635061.56,689,6,Medium,Active
808,Latasha Maxwell,65,Male,Chennai,Manager,627104.03,305,4,Low,Inactive
809,Tammy Jones,37,Male,Hyderabad,Engineer,260131.88,374,4,High,Active
810,Hannah Kane,33,Male,Chennai,Manager,622899.91,717,9,High,Inactive
811,Dawn Hughes,37,Female,Hyderabad,Business,2353186.7,551,14,High,Active
812,Jessica Allen,60,Female,Pune,Teacher,2042680.68,517,6,Low,Active
813,Matthew Johnson,65,Male,Mumbai,Business,991332.77,391,7,High,Active
814,Kirk Wallace,32,Male,Mumbai,Doctor,2079601.17,548,12,Low,Inactive
815,Kathryn Guzman,49,Female,Pune,Manager,2066016.42,482,7,High,Active
816,Adrian Bailey,36,Female,Hyderabad,Teacher,1516828.12,840,3,High,Active
817,Wesley Hines,28,Female,Bangalore,Business,1621480.62,547,12,Low,Active
818,Curtis Jackson,40,Male,Ahmedabad,Engineer,2337072.0,504,6,Medium,Inactive
819,Melanie Jones,66,Female,Hyderabad,Business,250139.6,813,8,Medium,Active
820,Ricardo Gilbert,31,Male,Ahmedabad,Doctor,2972348.69,433,1,High,Active
821,Thomas Yu,39,Male,Mumbai,Teacher,2249798.79,388,12,Medium,Inactive
822,Angela Terry,22,Female,Hyderabad,Analyst,2391021.16,738,7,Low,Active
823,Hannah Douglas,41,Male,Chennai,Business,2377265.74,797,15,High,Inactive
824,Bernard Nunez,40,Male,Ahmedabad,Teacher,469324.31,595,15,Medium,Inactive
825,Peter Campbell,28,Female,Chennai,Business,1840415.05,629,2,High,Active
826,Steven Diaz,69,Male,Hyderabad,Manager,1004614.6,349,12,Medium,Inactive
827,Hailey Murphy,38,Female,Kolkata,Engineer,1413910.71,458,14,High,Active
828,Theresa Steele,54,Male,Chennai,Analyst,2406898.26,765,3,High,Inactive
829,Gerald Perry,31,Male,Delhi,Teacher,1862100.34,590,3,Medium,Inactive
830,Diana Carter,67,Female,Bangalore,Doctor,2002696.19,783,12,Medium,Active
831,Shari Gray,21,Female,Delhi,Engineer,2628551.67,430,8,Medium,Active
832,Chelsea Klein,64,Female,Hyderabad,Business,2256501.69,738,7,Low,Inactive
833,Christopher Hodges,19,Female,Ahmedabad,Teacher,380653.22,316,14,Medium,Active
834,Craig Wang,43,Male,Pune,Engineer,1081943.51,409,15,High,Inactive
835,Lauren Copeland,43,Male,Hyderabad,Manager,881444.92,425,14,High,Active
836,David Spencer,50,Female,Kolkata,Manager,2023430.31,386,5,Low,Active
837,Angela Rodriguez,54,Female,Pune,Business,2287601.2,393,7,Low,Inactive
838,Jane Vaughn,43,Female,Pune,Engineer,1539028.11,346,12,High,Inactive
839,Christopher Flores,69,Female,Hyderabad,Business,1220318.95,325,4,High,Inactive
840,Regina Phillips,44,Female,Ahmedabad,Teacher,1176611.18,363,7,High,Active
841,Stephen Patterson,22,Male,Kolkata,Manager,1497730.83,332,14,Medium,Active
842,Bruce Mccann,35,Male,Chennai,Engineer,1676621.71,519,13,High,Inactive
843,Christopher Moore,46,Male,Hyderabad,Analyst,952701.22,529,7,Low,Inactive
844,Emily Rice,24,Male,Kolkata,Business,2068299.97,665,2,Low,Active
845,Shelly Wise,28,Female,Pune,Engineer,430451.85,505,3,Medium,Inactive
846,Micheal Gray,20,Male,Kolkata,Engineer,335554.2,419,4,Medium,Inactive
847,Ruth Gill,52,Male,Bangalore,Manager,2824616.28,545,11,High,Active
848,Joseph Perez,63,Female,Mumbai,Business,2757836.67,338,14,High,Inactive
849,Aaron Shaw,52,Male,Chennai,Business,1474335.15,452,15,Medium,Active
850,Ashley Nguyen,69,Male,Ahmedabad,Analyst,2574937.87,622,9,High,Active
851,James Nguyen,51,Male,Hyderabad,Business,1604984.82,484,7,Medium,Inactive
852,Neil Harmon,57,Male,Delhi,Business,1340006.27,529,13,Low,Inactive
853,Ryan Knight,22,Female,Delhi,Doctor,2433161.63,603,4,High,Inactive
854,Craig Beck,47,Male,Pune,Doctor,2265040.5,327,15,Low,Active
855,Michele Weaver,44,Female,Ahmedabad,Manager,1192842.34,683,9,Medium,Inactive
856,Amanda Davis,58,Male,Chennai,Teacher,1188303.62,739,6,Low,Active
857,Dustin Cabrera,25,Female,Bangalore,Teacher,1007189.48,773,5,Medium,Inactive
858,Kevin Garrett,62,Male,Bangalore,Business,1384029.32,532,9,Low,Inactive
859,Justin Wiley,23,Female,Pune,Business,1171345.73,697,12,High,Inactive
860,Lindsay Myers,23,Male,Kolkata,Business,787954.63,811,12,Low,Active
861,Wendy Young,33,Female,Ahmedabad,Manager,1970195.98,322,8,Low,Inactive
862,Kyle Diaz,37,Male,Chennai,Doctor,2238255.07,481,8,Low,Active
863,Michelle Fisher,43,Female,Bangalore,Doctor,1050888.67,781,4,Low,Inactive
864,Sarah Haley,38,Male,Kolkata,Engineer,2417508.08,341,3,Medium,Inactive
865,Thomas Lucas,22,Female,Pune,Analyst,2447049.03,407,13,Medium,Inactive
866,Daniel Wright,37,Female,Ahmedabad,Business,736594.37,684,6,Low,Active
867,Sean Mcgee,61,Female,Delhi,Engineer,2399937.95,637,3,High,Active
868,Terry Hunt,31,Male,Kolkata,Manager,333038.18,322,12,Low,Inactive
869,Patricia Scott,60,Female,Kolkata,Engineer,2156548.32,712,3,Low,Inactive
870,Valerie Sawyer,31,Female,Chennai,Engineer,1031418.92,678,8,High,Active
871,Jason Robertson,48,Female,Ahmedabad,Manager,2211981.93,443,13,Medium,Active
872,James Smith,58,Male,Ahmedabad,Teacher,1248230.34,399,6,Low,Inactive
873,Diane Thompson,63,Female,Mumbai,Teacher,284415.03,409,1,High,Active
874,Lauren Combs,29,Female,Delhi,Teacher,1966842.92,389,11,Low,Inactive
875,Amber Ross,59,Male,Bangalore,Doctor,2874821.92,667,4,Medium,Inactive
876,Barbara Levy,58,Female,Kolkata,Business,1113026.85,657,3,Low,Active
877,Jeffery Pacheco,60,Male,Ahmedabad,Doctor,2275724.46,668,8,Low,Active
878,Brandon Patton,34,Female,Chennai,Analyst,493290.65,302,12,Medium,Active
879,Terry Robinson,32,Female,Hyderabad,Teacher,2081493.61,550,14,Medium,Active
880,Robert Blair,25,Female,Chennai,Doctor,819700.34,392,13,Low,Active
881,Miss Andrea Mejia,20,Female,Bangalore,Business,1459160.18,613,7,Medium,Active
882,Eric Smith,45,Male,Ahmedabad,Manager,1268797.75,713,4,Low,Active
883,Allen Parrish,57,Male,Kolkata,Teacher,1888337.21,788,13,Medium,Active
884,Laurie Saunders,40,Female,Pune,Business,2869599.86,638,10,Low,Inactive
885,Caitlin Hicks,44,Male,Chennai,Engineer,2637944.62,801,4,Medium,Inactive
886,Sonya Noble,26,Female,Hyderabad,Business,1016803.88,726,12,Low,Inactive
887,Tracy Huynh,65,Male,Pune,Analyst,869730.52,355,9,High,Active
888,William Davis,43,Female,Delhi,Teacher,1807253.05,344,4,High,Active
889,Nathaniel Martinez,47,Female,Hyderabad,Teacher,578169.61,694,13,Medium,Active
890,Rebekah Wagner,42,Female,Pune,Business,2217465.93,409,7,Low,Inactive
891,Heather Salas,23,Male,Pune,Teacher,904176.35,454,7,High,Inactive
892,Cynthia Foster,60,Male,Chennai,Doctor,1126856.17,327,1,Low,Inactive
893,Casey Scott,41,Male,Chennai,Business,1978691.13,446,6,Low,Active
894,Kathleen Perez,63,Female,Delhi,Engineer,2704965.77,816,1,Low,Inactive
895,Clinton Clark,62,Male,Ahmedabad,Doctor,1537345.27,436,7,Medium,Inactive
896,Michelle Winters,22,Male,Kolkata,Analyst,2653806.04,368,5,Medium,Inactive
897,Katherine Mason,52,Male,Chennai,Business,2738156.12,331,3,Medium,Active
898,David Jones,56,Male,Hyderabad,Manager,1867353.04,813,10,Medium,Active
899,Laurie Alexander,30,Male,Delhi,Manager,2894751.18,614,15,High,Active
900,Sarah Duarte,51,Male,Mumbai,Analyst,1725909.32,630,3,Medium,Active
901,Tara Doyle,26,Male,Mumbai,Teacher,2265557.65,640,5,High,Active
902,Michael Blackburn,35,Male,Ahmedabad,Manager,389701.57,325,7,Low,Active
903,Scott Mcknight,54,Female,Chennai,Analyst,2417266.99,735,12,Medium,Active
904,Victor Douglas,33,Female,Hyderabad,Engineer,316085.7,532,15,Low,Active
905,Stefanie Murray,49,Female,Bangalore,Business,2865574.13,795,3,Medium,Active
906,Justin Elliott,50,Male,Mumbai,Engineer,2667077.81,415,7,Medium,Inactive
907,Joshua Hopkins,25,Male,Hyderabad,Engineer,2840072.79,831,2,High,Active
908,Erin Garrett,31,Male,Hyderabad,Analyst,1210924.48,789,5,High,Active
909,Michele Thomas,47,Male,Ahmedabad,Doctor,509859.54,691,14,Medium,Inactive
910,Brian English,65,Male,Bangalore,Teacher,2267191.07,796,9,High,Inactive
911,Gary Brooks,61,Male,Hyderabad,Analyst,442138.72,550,2,Medium,Inactive
912,Cheryl Rodriguez,55,Male,Chennai,Teacher,2874902.11,735,11,High,Inactive
913,Glenn Harris,49,Male,Kolkata,Business,2800336.12,302,7,Medium,Active
914,Grace Allen,59,Male,Mumbai,Business,423206.19,345,9,Medium,Inactive
915,Michael Anthony,64,Male,Ahmedabad,Teacher,1894281.38,847,7,Medium,Active
916,Christopher Beck,42,Male,Chennai,Manager,1641938.13,401,11,Medium,Active
917,Gary Price,23,Female,Bangalore,Business,2614101.32,698,6,Medium,Inactive
918,James Holder,49,Female,Ahmedabad,Doctor,1816636.93,349,9,Medium,Inactive
919,Jillian Stephens,19,Female,Kolkata,Engineer,2766169.33,835,15,Low,Inactive
920,John Erickson,64,Female,Mumbai,Engineer,1387904.09,354,12,High,Active
921,Justin Carr,64,Female,Chennai,Manager,1522814.82,405,13,Low,Active
922,Erin Lopez,25,Male,Hyderabad,Teacher,2994579.45,539,12,Medium,Inactive
923,Rebecca Cannon,33,Male,Kolkata,Teacher,702852.2,793,11,Medium,Inactive
924,Melissa Jimenez,40,Female,Ahmedabad,Manager,2252402.51,460,3,Medium,Active
925,Jeffrey Ramos,52,Male,Chennai,Business,828565.68,374,7,Low,Inactive
926,William Brown,58,Male,Hyderabad,Doctor,429030.98,802,9,Medium,Inactive
927,Mrs. Virginia Monroe,51,Female,Kolkata,Business,1251830.35,525,15,High,Active
928,Russell Bass,65,Female,Chennai,Manager,2170592.02,331,14,Medium,Active
929,Rodney Price,49,Male,Chennai,Doctor,2155370.91,603,9,Low,Active
930,John Patel,19,Female,Bangalore,Doctor,335764.3,815,12,Low,Inactive
931,Kyle Jones,29,Female,Ahmedabad,Engineer,2605589.38,513,11,High,Inactive
932,Erik Robertson,30,Male,Chennai,Engineer,1119178.96,844,12,Low,Inactive
933,Gary Cardenas,43,Male,Ahmedabad,Doctor,1063011.66,315,2,High,Inactive
934,Evan Smith,50,Male,Chennai,Manager,345810.11,402,9,Medium,Inactive
935,Laura Harris,49,Female,Delhi,Teacher,2209008.3,832,10,Low,Active
936,Thomas Jefferson,51,Male,Pune,Business,2887915.35,776,6,Medium,Active
937,Briana Salazar,31,Female,Ahmedabad,Manager,2694249.3,562,8,High,Active
938,William Riley,67,Male,Pune,Doctor,2249436.4,834,15,Medium,Active
939,Cody Franklin,53,Male,Chennai,Teacher,2928133.5,557,13,Medium,Active
940,Brett Mitchell,54,Male,Hyderabad,Doctor,347421.85,379,4,Medium,Active
941,Erin Roberts,62,Female,Delhi,Teacher,333394.74,827,11,Medium,Active
942,Kelly Owens,67,Female,Hyderabad,Engineer,2940529.97,694,10,Low,Active
943,Martha Gardner,69,Male,Pune,Business,2841975.57,465,12,Medium,Inactive
944,Alexander Hall,66,Male,Chennai,Manager,747750.43,796,1,Low,Inactive
945,Gary Russell,39,Female,Chennai,Manager,601118.24,665,3,Low,Active
946,Christopher Mcdonald,37,Female,Delhi,Teacher,2831798.97,709,1,Low,Active
947,Jennifer Duncan,60,Male,Kolkata,Business,806767.24,774,14,Low,Active
948,Kevin Terry,70,Female,Delhi,Teacher,2069442.87,559,10,High,Active
949,Jose Carpenter,42,Female,Pune,Engineer,903600.77,791,15,Low,Inactive
950,Victor Williams,30,Female,Hyderabad,Business,347416.6,327,7,Low,Active
951,Adam Rodriguez,51,Female,Mumbai,Doctor,2462990.92,710,2,Low,Active
952,Antonio Shields,37,Female,Mumbai,Engineer,1682776.01,419,5,High,Active
953,Brandon Summers,45,Female,Bangalore,Engineer,2750444.16,650,13,Medium,Inactive
954,Hunter Singleton,19,Female,Hyderabad,Doctor,2340326.12,398,10,High,Active
955,Mark Molina,56,Male,Hyderabad,Doctor,305450.12,477,9,Low,Active
956,Monica Griffin,69,Female,Pune,Analyst,690743.97,613,10,Low,Active
957,Joel Boone,61,Female,Mumbai,Teacher,1504004.05,535,4,Medium,Inactive
958,Ricardo Perkins,60,Male,Hyderabad,Engineer,1534902.52,700,14,Low,Inactive
959,Paula Steele,48,Female,Chennai,Engineer,2783482.43,826,11,Medium,Active
960,Patricia Stewart,42,Male,Delhi,Manager,2725751.24,485,2,High,Active
961,Corey Pennington,59,Male,Mumbai,Doctor,704260.51,596,6,Medium,Active
962,Betty Forbes,49,Female,Hyderabad,Teacher,928570.2,671,7,Medium,Active
963,Leah Montoya,19,Female,Kolkata,Teacher,1834910.74,377,11,High,Inactive
964,Brandon Baldwin,67,Female,Delhi,Analyst,1858004.7,515,9,High,Active
965,Dr. Amy Christian MD,37,Female,Kolkata,Engineer,2929048.3,567,2,Medium,Active
966,Rebecca Young,21,Male,Pune,Engineer,2669170.5,512,13,High,Inactive
967,Jose Browning,50,Male,Hyderabad,Analyst,440354.33,652,11,Medium,Inactive
968,Ashley Nguyen,48,Female,Kolkata,Manager,420610.76,557,10,Low,Active
969,Julia Smith,62,Female,Chennai,Teacher,2959772.94,530,6,High,Active
970,Melissa Moreno,68,Male,Pune,Manager,1810509.86,397,14,Low,Active
971,Timothy Martin,22,Female,Bangalore,Doctor,738715.68,641,11,Low,Active
972,Hannah Delgado,39,Male,Mumbai,Manager,1774327.74,663,11,Low,Active
973,Stephanie Kidd,38,Male,Delhi,Analyst,1124737.19,423,5,Low,Inactive
974,Michelle Anderson,59,Female,Bangalore,Doctor,1429914.78,804,4,Low,Active
975,Daniel Mack,57,Female,Kolkata,Manager,1500919.64,749,14,Low,Inactive
976,Luis Green,64,Female,Mumbai,Teacher,417383.97,678,12,Medium,Inactive
977,Steven Mcmahon,54,Male,Bangalore,Manager,2428808.48,550,3,Medium,Inactive
978,Lawrence Burke,45,Male,Hyderabad,Engineer,1984316.65,696,4,Medium,Inactive
979,Richard Campbell,51,Female,Bangalore,Engineer,2172768.69,508,7,High,Active
980,Lisa Reed,21,Female,Ahmedabad,Doctor,1832653.8,628,5,Medium,Active
981,Catherine Carlson,44,Female,Delhi,Doctor,350229.73,309,12,Medium,Inactive
982,Holly Haley,19,Male,Kolkata,Manager,617195.91,335,8,Medium,Inactive
983,Kevin Webb,25,Male,Hyderabad,Teacher,519378.75,646,7,High,Inactive
984,Brian Herman,70,Male,Hyderabad,Manager,1752915.02,476,11,High,Active
985,Tammy Gomez,43,Male,Delhi,Teacher,2649572.23,665,3,Medium,Inactive
986,Timothy Douglas,19,Male,Mumbai,Doctor,2490826.0,494,4,Low,Active
987,Karen Maldonado,29,Female,Ahmedabad,Doctor,1604167.31,470,4,Medium,Active
988,Jacob Lawson,48,Female,Bangalore,Teacher,1171218.51,541,4,Low,Inactive
989,David Sanders,45,Male,Chennai,Engineer,1267797.67,794,6,Low,Active
990,Kent Robinson,57,Male,Pune,Doctor,1825737.17,313,11,Medium,Inactive
991,Patricia Robinson,42,Female,Pune,Teacher,2585698.17,573,7,Low,Active
992,Marcia Owens,19,Male,Ahmedabad,Business,2870309.53,379,7,High,Active
993,Max Paul,27,Male,Chennai,Analyst,830186.79,773,9,High,Active
994,Mr. Philip Wilson,25,Female,Hyderabad,Analyst,1878211.04,595,5,Medium,Inactive
995,Elizabeth Smith,40,Female,Bangalore,Analyst,813041.83,550,4,Medium,Inactive
996,Margaret Watson,46,Female,Mumbai,Engineer,2261828.63,704,6,Medium,Active
997,Christie Arroyo,21,Male,Delhi,Analyst,2090889.27,800,3,High,Active
998,Sharon Johnson,47,Female,Pune,Teacher,780427.84,396,10,High,Active
999,Christopher Waters,35,Female,Delhi,Business,2435521.33,339,2,High,Inactive
1000,Kevin Young,33,Male,Delhi,Teacher,465197.24,517,9,Medium,Active
1001,Jessica Snyder,46,Male,Ahmedabad,Teacher,580075.94,759,14,Medium,Active
1002,Julia Mann,62,Female,Delhi,Teacher,2768665.99,411,5,Medium,Inactive
1003,Melvin Robinson,19,Female,Bangalore,Teacher,1451512.13,643,5,High,Active
1004,Alexa Nelson,69,Female,Kolkata,Manager,1223324.29,709,9,Medium,Inactive
1005,Patrick Brown II,21,Female,Delhi,Doctor,2917207.15,413,15,Low,Active
1006,Vincent Macias,34,Male,Mumbai,Doctor,964081.01,300,13,High,Active
1007,Jessica Johnson,56,Female,Mumbai,Engineer,708011.49,671,4,Low,Inactive
1008,Mariah Armstrong,35,Male,Pune,Teacher,770227.21,772,15,Low,Inactive
1009,Nicole Cook,36,Male,Mumbai,Manager,1297547.36,574,15,High,Inactive
1010,Luis Cook,53,Male,Delhi,Doctor,1359243.23,522,12,Medium,Active
1011,Alexander Lynn,59,Female,Bangalore,Analyst,1477971.53,668,5,Low,Active
1012,Amber Rose,33,Male,Pune,Engineer,1300710.78,719,10,Medium,Active
1013,Beth Evans,51,Male,Chennai,Manager,1085935.36,606,1,Low,Inactive
1014,Nicole Reid,19,Male,Chennai,Business,361470.76,511,12,Low,Inactive
1015,Rose Joseph,29,Male,Chennai,Business,855449.14,780,15,High,Inactive
1016,Amanda Wright,29,Female,Hyderabad,Doctor,1892228.2,770,7,Medium,Active
1017,David Hoffman,56,Female,Delhi,Teacher,2363305.11,326,3,Medium,Inactive
1018,Ashley Davis,36,Male,Bangalore,Engineer,852533.34,506,2,Low,Active
